point_number,latitude,longitude,cumulative_distance_km
1311,45.21113,-0.75827,40.67793349330256
1312,45.21108,-0.75807,40.69459856379159
1313,45.21107,-0.75799,40.70098061806533
1314,45.21108,-0.7579,40.70813754536436
1315,45.21108,-0.75778,40.717564361084484
1316,45.21113,-0.75728,40.75723386115072
1317,45.211,-0.75483,40.950239574137775
1318,45.21082,-0.75374,41.03817244513244
1319,45.2108,-0.75347,41.05949902616879
1320,45.21077,-0.75338,41.06731587120442
1321,45.21059,-0.7508,41.27097866450687
1322,45.21059,-0.75039,41.3031872281103
1323,45.21061,-0.75006,41.329206302716635
1324,45.21062,-0.75004,41.33113078370925
1325,45.21073,-0.74853,41.45038066779321
1326,45.21073,-0.74845,41.45666525015159
1327,45.21063,-0.74844,41.46780656948447
1328,45.21044,-0.7484,41.48915491584259
1329,45.21041,-0.7484,41.49248899253188
1330,45.21035,-0.74838,41.49933974413601
1331,45.21023,-0.74841,41.512882686089306
1332,45.21012,-0.74847,41.525984833066595
1333,45.21003,-0.74847,41.53598706252138
1334,45.2096,-0.74841,41.584007381085925
1335,45.20947,-0.74841,41.59845504448207
1336,45.20929,-0.74837,41.618704803479034
1337,45.20912,-0.74836,41.637614226502485
1338,45.20905,-0.74833,41.645742893336084
1339,45.20855,-0.74826,41.701582269048764
1340,45.20844,-0.74823,41.714032321476374
1341,45.20751,-0.74809,41.817972206250325
1342,45.20737,-0.74803,41.83422957500448
1343,45.20718,-0.74786,41.85921452906793
1344,45.20698,-0.74775,41.88306255809451
1345,45.20687,-0.74771,41.89568493809547
1346,45.20679,-0.7477,41.90461044644294
1347,45.20663,-0.74772,41.92246146305474
1348,45.20654,-0.74775,41.93273761990684
1349,45.20646,-0.74779,41.94216751591647
1350,45.20631,-0.74791,41.961319037179265
1351,45.20624,-0.74798,41.970846080293754
1352,45.2061,-0.74816,41.99187137965065
1353,45.20572,-0.74888,42.06246332577655
1354,45.20561,-0.74904,42.079997892951155
1355,45.20553,-0.74908,42.08942780465568
1356,45.20542,-0.74912,42.10205020151521
1357,45.20528,-0.74912,42.11760921218322
1358,45.20516,-0.74909,42.131152178865285
1359,45.20503,-0.74908,42.145621176693155
1360,45.20505,-0.7483,42.20694226083041
1361,45.20502,-0.74808,42.22454521446137
1362,45.20497,-0.7479,42.23973950516963
1363,45.20491,-0.74774,42.25396905695144
1364,45.2048,-0.74756,42.272662333890665
1365,45.20469,-0.74743,42.2885923366597
1366,45.20459,-0.74735,42.30136010912561
1367,45.20451,-0.74731,42.31079003804254
